"acq_PA","acq_PE","acq_tot","sim_id","scenario"
42,38,80,956,0
46,36,82,957,0
42,28,70,958,0
37,29,66,959,0
36,38,74,960,0
32,29,61,961,0
46,38,84,962,0
44,35,79,963,0
37,20,57,964,0
50,36,86,965,0
42,28,70,966,0
41,32,73,967,0
43,17,60,968,0
45,42,87,969,0
46,36,82,970,0
40,32,72,971,0
43,36,79,972,0
44,32,76,973,0
40,36,76,974,0
43,36,79,975,0
31,32,63,976,0
39,30,69,977,0
38,26,64,978,0
45,31,76,979,0
55,49,104,980,0
34,42,76,981,0
42,27,69,982,0
51,30,81,983,0
43,35,78,984,0
34,23,57,985,0
40,34,74,986,0
44,40,84,987,0
31,43,74,988,0
35,31,66,989,0
51,45,96,990,0
35,35,70,991,0
35,39,74,992,0
42,35,77,993,0
46,35,81,994,0
46,46,92,995,0
37,34,71,996,0
58,36,94,997,0
31,35,66,998,0
38,45,83,999,0
40,45,85,1000,0
39,39,78,1001,0
45,37,82,1002,0
32,34,66,1003,0
47,25,72,1004,0
28,29,57,1005,0
32,36,68,1006,0
45,37,82,1007,0
49,34,83,1008,0
33,19,52,1009,0
33,30,63,1010,0
37,36,73,1011,0
49,41,90,1012,0
42,41,83,1013,0
55,38,93,1014,0
44,36,80,1015,0
44,43,87,1016,0
41,27,68,1017,0
37,37,74,1018,0
31,29,60,1019,0
43,25,68,1020,0
34,29,63,1021,0
54,42,96,1022,0
41,41,82,1023,0
30,30,60,1024,0
29,34,63,1025,0
38,26,64,1026,0
47,31,78,1027,0
38,46,84,1028,0
35,21,56,1029,0
33,27,60,1030,0
46,26,72,1031,0
37,24,61,1032,0
43,34,77,1033,0
40,28,68,1034,0
40,28,68,1035,0
44,35,79,1036,0
42,29,71,1037,0
53,29,82,1038,0
48,28,76,1039,0
35,32,67,1040,0
31,34,65,1041,0
43,40,83,1042,0
39,30,69,1043,0
43,44,87,1044,0
42,38,80,1045,0
42,30,72,1046,0
48,39,87,1047,0
31,26,57,1048,0
35,29,64,1049,0
37,32,69,1050,0
45,29,74,1051,0
43,22,65,1052,0
47,42,89,1053,0
33,17,50,1054,0
32,39,71,1055,0
52,38,90,1056,0
40,33,73,1057,0
42,28,70,1058,0
32,28,60,1059,0
39,29,68,1060,0
38,44,82,1061,0
36,38,74,1062,0
37,35,72,1063,0
51,37,88,1064,0
36,28,64,1065,0
39,40,79,1066,0
35,35,70,1067,0
31,29,60,1068,0
41,29,70,1069,0
49,35,84,1070,0
26,30,56,1071,0
41,32,73,1072,0
39,41,80,1073,0
48,40,88,1074,0
44,44,88,1075,0
37,37,74,1076,0
43,28,71,1077,0
36,29,65,1078,0
33,36,69,1079,0
39,47,86,1080,0
37,30,67,1081,0
46,34,80,1082,0
31,28,59,1083,0
35,36,71,1084,0
38,38,76,1085,0
42,34,76,1086,0
35,40,75,1087,0
47,34,81,1088,0
45,35,80,1089,0
33,31,64,1090,0
33,34,67,1091,0
42,42,84,1092,0
36,29,65,1093,0
40,36,76,1094,0
40,36,76,1095,0
38,31,69,1096,0
38,34,72,1097,0
48,36,84,1098,0
41,28,69,1099,0
32,21,53,1100,0
47,38,85,1101,0
39,42,81,1102,0
38,30,68,1103,0
33,32,65,1104,0
51,45,96,1105,0
34,40,74,1106,0
48,31,79,1107,0
40,36,76,1108,0
40,29,69,1109,0
46,35,81,1110,0
36,27,63,1111,0
36,21,57,1112,0
47,38,85,1113,0
40,38,78,1114,0
37,33,70,1115,0
34,33,67,1116,0
45,34,79,1117,0
36,26,62,1118,0
40,46,86,1119,0
48,24,72,1120,0
38,35,73,1121,0
40,32,72,1122,0
41,35,76,1123,0
48,37,85,1124,0
43,23,66,1125,0
39,24,63,1126,0
35,23,58,1127,0
37,41,78,1128,0
37,34,71,1129,0
38,29,67,1130,0
46,37,83,1131,0
41,37,78,1132,0
41,37,78,1133,0
42,33,75,1134,0
44,31,75,1135,0
49,50,99,1136,0
43,35,78,1137,0
37,42,79,1138,0
43,27,70,1139,0
40,42,82,1140,0
33,37,70,1141,0
33,36,69,1142,0
41,32,73,1143,0
29,32,61,1144,0
46,37,83,1145,0
52,44,96,1146,0
40,38,78,1147,0
24,18,42,1148,0
40,46,86,1149,0
40,31,71,1150,0
41,35,76,1151,0
42,31,73,1152,0
42,29,71,1153,0
40,37,77,1154,0
47,36,83,1155,0
37,38,75,1156,0
41,17,58,1157,0
41,38,79,1158,0
42,36,78,1159,0
56,37,93,1160,0
44,42,86,1161,0
42,46,88,1162,0
44,27,71,1163,0
41,41,82,1164,0
43,39,82,1165,0
44,53,97,1166,0
35,23,58,1167,0
43,37,80,1168,0
45,28,73,1169,0
49,37,86,1170,0
33,25,58,1171,0
38,38,76,1172,0
46,42,88,1173,0
46,42,88,1174,0
34,44,78,1175,0
32,33,65,1176,0
46,35,81,1177,0
43,31,74,1178,0
48,39,87,1179,0
40,30,70,1180,0
48,30,78,1181,0
41,31,72,1182,0
42,41,83,1183,0
45,45,90,1184,0
39,32,71,1185,0
37,37,74,1186,0
42,45,87,1187,0
45,39,84,1188,0
43,32,75,1189,0
41,34,75,1190,0
29,36,65,1191,0
39,38,77,1192,0
46,28,74,1193,0
48,39,87,1194,0
36,43,79,1195,0
44,24,68,1196,0
47,36,83,1197,0
40,26,66,1198,0
29,33,62,1199,0
41,34,75,1200,0
35,26,61,1201,0
48,34,82,1202,0
37,33,70,1203,0
44,44,88,1204,0
51,38,89,1205,0
44,42,86,1206,0
31,28,59,1207,0
38,35,73,1208,0
40,34,74,1209,0
30,24,54,1210,0
49,48,97,1211,0
33,29,62,1212,0
36,43,79,1213,0
49,39,88,1214,0
47,50,97,1215,0
50,34,84,1216,0
36,29,65,1217,0
35,25,60,1218,0
37,19,56,1219,0
46,50,96,1220,0
40,38,78,1221,0
48,31,79,1222,0
41,40,81,1223,0
49,30,79,1224,0
40,25,65,1225,0
42,35,77,1226,0
44,31,75,1227,0
33,23,56,1228,0
47,29,76,1229,0
30,33,63,1230,0
52,39,91,1231,0
42,26,68,1232,0
31,30,61,1233,0
48,37,85,1234,0
46,37,83,1235,0
30,36,66,1236,0
35,24,59,1237,0
36,38,74,1238,0
33,40,73,1239,0
38,26,64,1240,0
48,38,86,1241,0
37,29,66,1242,0
40,42,82,1243,0
41,43,84,1244,0
32,23,55,1245,0
36,22,58,1246,0
39,39,78,1247,0
44,30,74,1248,0
43,35,78,1249,0
46,28,74,1250,0
45,29,74,1251,0
46,24,70,1252,0
44,42,86,1253,0
36,39,75,1254,0
38,17,55,1255,0
43,22,65,1256,0
38,29,67,1257,0
40,30,70,1258,0
39,35,74,1259,0
37,28,65,1260,0
41,36,77,1261,0
37,51,88,1262,0
38,40,78,1263,0
40,36,76,1264,0
46,40,86,1265,0
37,44,81,1266,0
36,44,80,1267,0
39,30,69,1268,0
34,27,61,1269,0
44,42,86,1270,0
36,29,65,1271,0
43,35,78,1272,0
36,23,59,1273,0
34,26,60,1274,0
38,22,60,1275,0
43,38,81,1276,0
52,50,102,1277,0
38,33,71,1278,0
27,36,63,1279,0
39,30,69,1280,0
37,27,64,1281,0
36,31,67,1282,0
43,39,82,1283,0
41,28,69,1284,0
37,32,69,1285,0
32,25,57,1286,0
40,48,88,1287,0
28,23,51,1288,0
38,30,68,1289,0
40,28,68,1290,0
47,35,82,1291,0
41,44,85,1292,0
32,28,60,1293,0
38,31,69,1294,0
48,38,86,1295,0
36,31,67,1296,0
49,50,99,1297,0
44,36,80,1298,0
40,38,78,1299,0
39,36,75,1300,0
42,42,84,1301,0
40,28,68,1302,0
40,35,75,1303,0
34,28,62,1304,0
32,32,64,1305,0
44,24,68,1306,0
43,31,74,1307,0
42,33,75,1308,0
45,42,87,1309,0
39,33,72,1310,0
46,42,88,1311,0
35,39,74,1312,0
33,43,76,1313,0
54,40,94,1314,0
37,41,78,1315,0
24,34,58,1316,0
28,41,69,1317,0
41,34,75,1318,0
52,36,88,1319,0
45,36,81,1320,0
41,28,69,1321,0
46,30,76,1322,0
44,34,78,1323,0
40,46,86,1324,0
41,33,74,1325,0
37,29,66,1326,0
36,29,65,1327,0
39,37,76,1328,0
38,32,70,1329,0
43,37,80,1330,0
35,34,69,1331,0
45,36,81,1332,0
36,37,73,1333,0
41,23,64,1334,0
37,40,77,1335,0
29,34,63,1336,0
44,31,75,1337,0
38,24,62,1338,0
36,37,73,1339,0
36,27,63,1340,0
46,35,81,1341,0
38,33,71,1342,0
40,42,82,1343,0
38,44,82,1344,0
35,44,79,1345,0
40,40,80,1346,0
36,40,76,1347,0
48,40,88,1348,0
41,50,91,1349,0
36,26,62,1350,0
47,36,83,1351,0
41,45,86,1352,0
42,34,76,1353,0
40,37,77,1354,0
42,46,88,1355,0
